hash,id,material
eaae4172bbf9d52be835307a87bec1d3,she-came-in-through-the-bathroom-window,Mixed Media
80c760316aaf151fc102744e6278b298,the-troubles-an-artists-document-of-ulster-9,Archival cibachrome
6da31fd687756a6f0a35207a155a6eb5,self-portrait-with-blue-red-and-green-3,Mixed media on paper
7f1234be858eb07d7ff4f5b42ca3e395,old-men-sitting-st-stephens-green,Selenium toned gelatin silver prints
3141b5ac8382e34ca47a338e4e474f1a,films,"Films transferred to video (colour, sound), one chromogenic print from a digital file"
691faac07240b2ea08e85678b614279a,old-sub,"fiberglass, two-pack lacquer paint"
c718e20bae65506ab7dce91774bbcdc6,weakness,"mild steel, enamel &amp; copper sulphate"
2fe4391fd0a288dd0086ac83f2b8666e,swimmers-porchester-pool-london,Wool
713a955f74d970602b0ebe7e00aced2f,yumbo-o-la-nube-gris,Etching
db5969efa87cb889fd2576ee43bf76df,yellow-preserve,Oil on canvas
82f0f5fa3c4a764224012d273e6c44cb,abstract,Oil on canvas
7b5c4a162b1a3e49f8ee04a72060fc9f,a-line-of-retreat,Oil on linen canvas
4f7f0db666017822f19bd2cdc9bdad36,chalet-shed,"Wood, readymade objects"
59e5f9c8c488cefd8cd30040998694ed,antrim,"Etchings; aquatint, drypoint, spit bite."
795ee1e8bdfcf165186bc586202d784f,incantation-7,"Gouache, wrinkled paper"
59f03d93bd6dd7b414fa6f5d79007c45,cocktail,Etching
384da13e5fddca4a685b032bc68e369b,bella-and-esther,Oil on canvas
5b656afcdc535e23f449306074df7600,studies-for-webs-backlight-series-viii,"Ink, pigment, acrylic on paper"
67e28fdc74ba2943ada5341f59c19a9d,big-silver,"Silver lamé, electric motor, pulleys"
e253dbb4213d32b98d21c9eef9772fb9,abundance-blanket-01,"Tobacco stained &amp; dyed wool blankets, silicone bra implant, dried orange, grapefruit, pomelo, gilet, BT cotton t shirts, linen, neoprene, acrylic fleece, plaster, magazine cuttings, pigmented silicone, bird seed, tooth pick, gloss paint, acrylic"
9be327591b4c2d73cc3fa8e68ce373fa,take-away-irish-stew,Oil on linen
c614910b1aa46d53c36c9c164c378654,clogged-channels,Mixed Media om Arches Oil Paper
5f3158d636ec199495c18253601772c8,untitled-132,Conte and wash on paper
198d2d4192f3fdfd7a8c817b3ca35c50,as-was,Oil on canvas and steel
3031e0b588677c0a055b9da0ebea42de,vase-of-primroses,"Ink, watercolour and pastel on paper"
0084d78f7b54fde604dc7aa339bace59,ch-76-3-cheers-for-the-psalms-of-mordechai-vanunu-before-richard-hamilton,Oil and acrylic on MDF
bc25fecb51263dac3678d2f69316fc88,table,Pigment print on photorag
80803f98453b5c31e86c74dd5933ee9c,homenaje-al-papel,Screenprint
a42557f3baf35c735f1a52689020c506,squarings,Printed on handmade uncut Arches Blanc
2788c6e1cae06e9201835f0d7abec0ab,he-searches-winter-the-windhover,Oil on board
0462db2a6fd176151fbdefe17706f5e1,the-troubles-an-artists-document-of-ulster-6,Archival cibachrome
b8a86874a2777552fe2415a0d20b180b,presse-series-black-and-white,Acrylic on canvas
86905702b73238a91fee5981c2272c45,pont-du-carrousel,Oil on canvas
ed10f5c5a45f16ea00841874b3ad8fb8,self-portrait-with-blue-red-and-green-6,Mixed media on paper
371459472b2b076578b7a5580b0b5f01,everybody-should-get-stones,Mixed Media
cae72daacfbcc9a75a3a26e701c0b289,the-troubles-an-artists-document-of-ulster-42,Archival cibachrome
c53a6604ddd7aed760702c053e37721d,borges-o-el-aleph,Screenprint
260f4f654a23eaf4ff6696afcdc398b4,figures-in-landscape,India Ink Wash Drawings
9c5f1e2c495679f87165f247d538ecbf,resurrection-why-is-truth-always-the-first-victim,Photograph (Fuji Crystal)
b25ebccc970f7e987094d7edc048ecb3,untitled-70,Cast paper
38fa423351703a848b8441c23fa1e79a,still-room,duratrans on laminated glass
af2e05088e61c2e39f58eb8f97ec647e,la-casa-de-tataniuh,Screenprint
44c381c3d4a123e221cd765fda1bdef1,circus-series,Pastel on paper
73248e17d9ef36c0b3f2654285332873,the-mental-hospital,Oil on canvas
7eb6d499e483aed603c2cedf2e280cc9,untitled,Archivally processed silver gelatin fibre print
82ce940b1b4fd2ecd8236e81a6f8b5cb,b,Lithograph
37ebbe40f23288be645b4aff533e3be5,beauty-parlor,Acrylic on canvas
085e8eded036f5dc42d6fe6b73110dfe,rhythm-4,Framed black and white photograph
f262f320dfc255540ef177847e8da2ff,desk-waldoboro-historic-school,Platinum-palladium print
c52988fe99b67109ee3afdd627b34db6,harvest-below,Carborundum
b7007fd8576ed9489382a5178b74b391,the-irish-coast,Oil on canvas
b10e95be6a15b95ab872e06dfb9ba768,michael-and-leslie,Black and white photograph
f35190d9d85223d24b7aca37bbbf4457,permutation-series-1-8,Serigraph
50beb658be1ec221665d19caebf17b3d,dissolving-beyond-the-worm-moon,Video on Blu-ray
214ea091440fc45bd8d84cae34b2e325,sprout,Colour etching
fc399e5637a2adc1bff17e7adca59605,the-troubles-an-artists-document-of-ulster-70,Archival cibachrome
123ff2a2b520d490059381e72130a2b6,the-royal-hospital-where-williams-soldiers-recuperated-after-aughrim-in-1692,Ink on paper
61acaaadadc13d333a496739d0d249b5,study-for-the-back-of-my-hand-no-4-no-3,Pencil on paper
74594a17b9e3b7e9c6dd8a88d494dd54,from-mechanism-of-meaning,"Oil on canvas, graphite and cards"
b2e8e89fc884dad660f80cc7964a0128,the-names-of-the-hare-1982,5-colour offset litho prints
f25cd5dfb453a564ea51d5c8849b99e0,opus-1-no-15-1941,Oil on canvas
c96fd657041b6debedacc56538471a53,conor,Black and white photograph
1df02c9e780d7fb669ba29a584312bc8,imago-2,"Laminated Artcor board, Arches paper, watercolour and acrylic with a stainless steel core and limestone base."
08e3c08d5987a38a52d824a3ee801429,studio-winter,Collage and gouache on board
a49ceb901e65d29a85bb4577af84798b,self,Silkscreen
37913dce249097d18039c54f60d3f341,entering-jerusalem-iii,"Oil on canvas, 3 panels"
df1339962bfc03d20cb1c89404dfd105,oriflamme,Duraluminium
55cf8fd1cc84f86fb837c77fcf8a39b6,dublin,Silver Gelatin print on fibre paper
8350e5a3e24c153df2275c9f80692773,"",Pastel on paper
df617496eaa6e5104db7d47495d2bf80,a-new-messiah-for-ireland,India Ink Wash Drawings
a0f92bf6f105aa84ee0ba99c9e560036,homage-to-boucher,Coloured etching on paper
0d3e61639a14eb8bcf3a89aeb160f9a8,sean-shannon-plays-with-toy-tommy-gun-made-by-his-father-while-interned,Etched on zinc; printed in black ink on white German etching paper
57aa9ef41492bbd829d23c8877b20b36,quadripartie-mountain-sequence-red,Oil on canvas
7cc15e4b3cc1368c4fca2ea2cfb1ec00,oxygen,"Charcoal, dry pigment on cotton duck"
0c4a994139ae442ce634b279bc44498e,belfast-royal-ave-1993-f56-p17-a-2-15,Black and white photograph on Agfa Brovira III paper and selenium toned (1:2)
f96e1f0bbc5b02664f2e30829bcdca9f,an-anatomy-of-melancholy-i,"Oil on linen canvas, in 3 panels"
ca96ae281b842c6c237875d0bdaf4174,los-suenos-del-musico-elias,Etching
8e4360f092816640b30977f6072ce514,floating-world,Etching
2cc9abcc6bc8ad3dc47ebaa0f096cc82,downtown-ft-worth,Mixed-media collage
9ea9ed8be922cc08d15fde476da591a8,county-kerry,Photography - Digital C print
b4dfaa796f89376e5d22d640cf1f3a63,sunset-over-amsterdam,Watercolour on paper
7e24372bd46679a612badb85e163637e,field-workers-2,Oil on canvas
0d04aa0f9a2bf4c991d395ca5c31c712,parallel-forms-orange,Oil on canvas
331e97d54d39f95992e5e22a024c0a2a,emerald-with-reds-and-cerulean,Oil on canvas
5af08428e48c07055cd70c4c6c3f880f,ironwork-warrington-terrace,Selenium toned gelatin silver prints
10426c63a281b6409a22ee0e7923be40,self-portrait-3,Oil on canvas
e027cf64e6c7c1e3572d6c2e47b6cde0,interior-diptych,Oil on canvas
f1190e962bc006640f7e802753964cbc,the-last-supper,"7 cibachrome photographs,table,chair, embroidered tablecloth, dinner set"
168bbb1627a42404ecd2ee1d9f811b36,ancient-ground,"High-definition video (colour, sound)"
4b00917afa090eadd7eefc2040d4c82f,red-celta,Gouache and coloured chalks on paper
903d283a74e14ab52d7159d3a4887cda,merge,Acrylic on canvas
9911aefd459ac944e2baaabaee6f3e1a,waman-wasi,Lithograph
dbcc610b8631605f79e2f3dac6db65a3,generous-barmin-iii,Boxed portfolio of 50 offset prints mounted on cardboard
1ec505552602c0c0084dd1a5b65c1004,radio-garden,Pencil and watercolour on paper
76adbff0535d05b81be51cdb0b761942,in-two-minds,Two-channel video
a396d9d17db4a3e465c8b8deb8c7cee1,master-nanyos-evening-shadow,Pigment print and card window mount
cd5143940202e8331c78d0f94abc9c4f,familiar-1,"Acrylic on canvas, flax and wood"
aca20a7b81df9f24d429644302906c7a,untitled-73,Pencil and ink on lined paper
34679e47d8d2567e261cc3ebdd68dabc,study-for-from-great-above-to-great-below-ref-87d014,Drawing
8cba2d5dd39dca6f006c18c5710606bd,fourteen-points-of-entry-xii,Acrylic and oil on paper
175a7c4693be5945d0c24af81c8dc29e,landscape-with-crow,mixed media on canvas
b97732a79afa35a43d44cb185a76c50e,resurrection-is-there-compassion-in-assuming-a-fixed-position,Photograph (Fuji Crystal)
80e910e09a1911db21430700eaafb66b,greenwich-tunnel-under-river-thames,Wool
4fe1503b09acf296c90e92309c697cbc,hate-love,"Pigment print on watercolour paper, coated with UV filtering varnish"
f6d66d08bac5fac466363c0c4cdb5615,anthology,Screenprint
b5f26238203ea795e5b94926f57aebef,temas-y-temas,Screenprint
181bc171347eb5d25d9d3e3e26e4511a,freedom-a-fable-by-kara-elizabeth-walker-a-curios-interpretation-of-the-wit-of-a-negress-in-troubled-times-with-illustration,"Hardbound artists book, pop up design by David Eisen"
d671757263100fe54589ae4893921330,untitled-3,Lithograph
67a46a70b79c35a958e6a36fb98151ba,tokyo-notes,Lithograph
472452f1464927ed357ca0f6c4463ebd,caritas-romana,Cast red bronze sculpture
8e0daf83186fca09f42a2ebf6b8f8c05,opus-iii-no-4,Oil on canvas
d0883b2c67080e4839c8a7b24a20811c,in-the-boathouse,"Colour intaglio, handprinted on Moulin de Gue paper, Hors Commerce"
e259b60a899af1f133e65002888161ce,ambition,Silvered cast metal figure in perspex cylinder
b0c775f345a00d62bf23f375aa2b79bd,yes-but-do-you-care,single channel video
11046e77d1c589cd4d708b0fa3b262d8,squaring,Aluminium
c5e14c30da8e2e232ae8c0f7964661ce,abstract-composition,Gouache
ad72fa5497139416d26321417d486988,new-york-city-mother-heater,Acrylic on paper
366538b606fd4c080ed2a4a52aa426c5,kilkenny-limestone-circle,Limestone
81264a21ef9839a53730f6da66349aa8,after-piranesi-iv,Sepia ink on used ledger paper
a23b04e2cfb8e5c5d8d105010ade29f7,night-garden-les-combes,Oil on paper
de563c7c2ef84e25bfff8e97dd15c249,untitled-ref-8904,Mixed media on paper
4139de38ce005d31e9d555f3fcc0bb19,hogarth-drawing,Pencil on paper
ae58cc99c5b0cc9516d620387fbec249,still-life-with-bookcase-the-abbey-penzance,Gouache coulored pencil and charcoal on paper
ee6b51b0f1820a064016a9e0997a7bdc,europp,Poster
d25729dae99e71095dd451ee51845560,untitled-no-7,Colour Aquatint etching
5baf41a911d98feec015808a0a7a9a5e,sodomy-piece,"Laser prints, gold and silver, acrylic on wood"
63fc4efe745500ecd94d2c7555b84994,portrait-of-j-with-basque-hat,Oil on paper
fa0e9d5ff26b33f2a0c7eab77f5c272b,reflection-with-painting,Oil on linen
2f17a611b65b2382da8fbd701a1e50f7,bocanegra-koln,Digital pigment print on Somerset velvet enhanced watercolour paper
337f78eabbf415586d6fd49295a543ec,untitled-97,Acrylic on canvas
b00caf7021eb00c74c9b44e1ff6daca5,black-sea-inebolu,black and white photograph
8560e7ab5d98b8d179cf5bdd221b3514,the-troubles-an-artists-document-of-ulster-45,Archival cibachrome
c80ace42d26947f6bcfba021a50ef59f,untitled-black-in-america,Lithograph
541823e2931c6d0eae90d59fac618bdd,field-drawing-xiii,Gouache on paper
d8ab91c8c09811a6629a913943da5c3a,tengo-un-don,"Etching, aquatint"
44b3ca81c4601d5d628e7bac6f31fad4,monologue-of-molly,India Ink Wash Drawings
4c2986f16615e09628c9ff62b5d583d5,laboratory-still-life-2-state-1,Aquatint Etching
239c58986860629aab5aa003ee5e103c,flowers-diaghilev,Etching in black ink on magnani pescia paper
496183dd501225f6939cc73a5f801283,miles,Silkscreen with airbrush
d1e0078a58d6d28f1542fb94d0dd390e,young-serbs-milan,Lightjet print reverse mounted on Diasec
5aed6cbdc0c1a335387f17632e497f3f,the-flying-komarov,Print
d6a2e70d3e142b34cdd7f545720c0d1e,resurrection-what-should-we-believe,Photograph (Fuji Crystal)
79f5b5201d19069b078c091a5ddbb608,sam-maguire-cup,Paper
825f70dedf8e6dd48a58dc19443cb983,the-home-my-daddy-built,Collotype
a6a5fa3a9e990c428cd7d27e200172ce,the-feel-of-air-starting-to-burn,Oil on linen canvas
23db487b24a8895003f97a22515b3811,chicago,Gelatin silver print
21a4fc26cf8d0451e406552cb02f7c55,ponte,Etching
e6ce5d7d4a77c9e6953b6428e3d21855,page-from-chorus-and-instruments,Musical score
d48cb2ae251431a9c4f6292d8c123c15,between-the-eyes-t44,Pencil on paper
e68dd78d5f3940458e9cabaa609cd59d,land-fall-ii,Oil on canvas
af287db6b857f60a3d6dd89abf0cc49e,between-the-eyes-t12,Pencil on paper
3ccb90788c8754d258536913c3e5cbea,art-must-be-beautiful-artist-must-be-beautiful,Framed black and white photograph with framed letter press text panel
82f5871e6b261348017fa81ec8b8ace5,tronco-mecanico,Etching
0d0c9cdb35748dab659c83e795839797,oak,Pencil on paper
7c1fdad957cdb611ef92e23e0b9803fd,bruja-chachalaca,Photogravure
d29c830f26c5929c31bfbc90a095e51b,visit-to-the-museum,India Ink Wash Drawings
934ef2232f3bc21af3d070786b7636f4,neil,Plaster and acrylic paint
4994e6be6a6211a83a23b90cd0db3fc0,woodpiece-1,Mixed media
b31928eaa663f66a402a373746828000,untitled-figures-in-a-landscape,Ink on paper
3a257600432907c3bd24e9b84c4c8881,anna-petrovna-has-a-dream-v,Boxed portfolio of 32 offset prints mounted on cardboard
9e82acee99ff0571022c168c1c808ba7,untitled-116,Screenprint on perspex
1f385030859850bdc7af4d016d63537e,untitled-no-stomach-for-the-battle-of-love-hate,Lithograph
2dee10f937b52c6d48f6a51a4dc2b81a,figure-of-eight,"Torn paper, watercolour collage"
9fc6a5d392474c170d6d667f6992b875,eileen-aroon,Oil on canvas
bd4e4c4eb9ea3491d23070280f33f14c,chiricahua-apaches,"Hand-coloured gelatin silver prints, wool yarn"
4953db4261de7504a14cfc784792c226,on-the-table,"Wood, metal, water, rope"
cb5b3fe5160939cc0d3b494eb4552144,two-clouds-and-knocknarea,Oil on canvas
80ddf655d5f7f5276727f966820cf653,domestic-gods-i,"wood, mixed media, chair gold leaf"
47130fb208c111897778fc7e552a091b,studies-for-webs-backlight-series-vii,"Ink, pigment, acrylic on paper"
13cd6ecc7f3bea6a340441a8de73eca4,plants-i,Conte and wash on paper
37014649e5cfe9fe67c01e0109589b62,ardglass,Conte and wash on paper
074bbdd7dd5064f6a4c34548d8eb8c86,front-roll,Lithograph in colors
97be226e29b9f2341da8240da8886373,infinity-minus-infinity,video
cba9a1796ca19a28d056a3d157fbfc2c,considered-cruelties-i,Charcoal on cotton canvas
f502c122d92a145a05513ac228016e55,crucifixion-study,Charcoal on cotton canvas
ef75bbb73ed489bb1152bd6b73f136fe,sunrise,Lithograph
cb739fdc122767a682baf28f788f3e62,dias-crepusculares,Etching
222d6e4f8bdea48c75516c476e242d92,abstract-untitled,"Paper collage, oil and mixed media on canvas"
b9a14017cba70ebc63797d57b87b450d,dust-defying-gravity,16 mm Film transferred to DVD
83109436a8895cc4b34ca6e3b134495d,drawing-with-vanishing-point-3,Pencil on paper
8cba15a305ef23e9c510c865d6f5b575,transito-y-suspenso,"Etching, aquatint"
957ccf11ee2ef8798cd9cb53ce1a73c2,untitled-69,Bronze
61a2d33ce634ae92fef9298d3343fed0,e13,Ink on paper
add7e7bd20f22dc7bfd3144d1c936bed,the-troubles-an-artists-document-of-ulster-17,Archival cibachrome
f85e72352ee1bf93746e582a3521a22a,untitled-75,Pencil on paper
1ba4d2b82ba15dbcd383e228944961aa,outside-divis-flats-west-belfast,Silver Gelatin print on fibre paper
15157d23d658db09f3813bd35c9d452d,small-glass-labyrinth-bridgets-cross,Glass
4529287133b8f80526a99e9bad98b51a,untitled-13,Silkscreen
6ebdeb4a7d1f76c14dda0e73819583c9,untitled-45,letterpress printed from a plate in silver and black on cream paper
2a7c0a20edf8196f8fcafbb011a2906a,elizabeth,Acryl on canvas
3451ebd7287a1e9734f003872ea48069,suspension,Oil and pigment on paper
e28dd39b80a92c36dbd317026716ed1e,sisters-of-a-bomb-victim-removing-sympathy-notes-from-flowers-sent-by-friends,Etched on zinc; printed in black ink on white German etching paper
8727976e951f420c69414ad59f9920bf,the-touching-contract,"performance, artefacts, documentation and archive material"
72c838a617b77750bcc1d9076e5da6a4,la-rencontre-3,Pencil on paper
559c13f5566cc89b8cf656b6e602e41b,el-dictador,Lithograph
f4ccbd0f33935925f67fa41f68228b11,spring-cutting,Print
b75140c0169652a1e81b01140b6e5df0,no-56-sheriff-street-butchers-scales,Selenium toned gelatin silver prints
a902a6cfe421c71293f8bd34c425d0e2,apartamento-minimal-y-otros-poemas,160 gr Velin Arches paper
37dfb20fdf53e7f8fbd628529eb56927,hull-4-1981-for-brian-and-barbara,"Redwood, oak, apple, copper wire"
6d3411f607ad6e6e7ef06f840608e063,never-a-crossword,Acrylic on canvas
c004fa9b44f93749da2fa1167be46a6e,in-relax-mood,Conte and wash on paper
302da5d19fab8115935c5bc7ff0b56ec,head-with-red-eye,Oil on canvas
f2b7353e3c9167e532d4cf3803b9127f,night-lake-orange,Oil on canvas
0a8879c0221471c47fc7cacc248c7240,ocean,Oil on board
0e1f5fc2e5615b9737b15dc4bbbabce5,brick-eggs,Mixed media
2b2abcdc92088b9bd9ccc741d5be8222,gold-drawing,Pastel on paper
b8fa62d72171957ebcfe33362088d111,the-troubles-an-artists-document-of-ulster-64,Archival cibachrome
70b52f8f75c8d5384293a0d5ed5c0e28,i,Woodblock print with cast paper
3a7b3d3980c5d7af36589aa2d016cfe1,happy-days-in-2004-sol-carol,"Drawing on postcards, felt-tip pen"
c0343345d93a4c7c6a9ff7b2c4a37277,avail,Oil on canvas
0eb47b2ff2f84cc1727b5a88681e1884,lough-arrow,Oil on canvas
faa57ea812c6e668bed37de220a79d24,untitled-ii-2,Oil on paper
b0c2651788e183f3225f25bf1e28efc9,tilly-from-pomes-penyeach,Etching
c3e5dd978b7bf1285707155cb4172769,filament-ii,"Organza fabric, steel mount with electronic controller"
7e0cacc1449daddfac09078fc5b38563,blue-elide,Etching
670219963d239c79dc440948fcd21194,man-in-boat,Etching
3e3a56ceb4f764eae76a7a2fd6c4a02f,young-serbs-bojan,Lightjet print reverse mounted on Diasec
c9a38e0990797c69364aa77fc5cf6e46,captain-moses-wild-geese-series,Oil on canvas
52169cc6efec5fe31af8b46513eb2629,desde-el-puente,Lithograph
9e6d990e6423fee3e8cabfe3e2931776,tranquilo,Embossed &amp; screenprint
562e7d06ad2332d8d1afdf1338f2ed87,reynolds-wrap,Watercolour on paper
d46fcf9a021aed425d3f3d22d1f04098,make-believe-all-this-winter,Oil on board
a74d7739221f4f7c84c6aef35b0d0eaa,pheasant,"Projected images, silent"
7071e329f8fdab86bb74e9a254b8e20f,untitled-111,Acrylic on canvas
634f28df42e1e01a0c98ed413c492732,portable-stones,Colour video with sound
984bf475bd2f4553b96c3da74686e56e,standing-nude,Gouache on paper
4199e89b00af3d21fcb92442f28aa9f6,milagro-amoroso,Print
96e496d9e474a6084a93710a45503169,logos-ii,Steel
6f3362f1f0bf875ee56773de9f913008,the-troubles-an-artists-document-of-ulster-23,Archival cibachrome
223a24e3c8d06758bd2a2d1092520cbe,untitled-130,Conte and wash on paper
8c757f95cf85929942c0c04510a440a5,solaris,Lithograph
8ed47fe71e1f7fdf8f35951d675d1ba1,moment-of-surrender-38-version-6-sitting-in-the-car,Oil on board
a764a148c311872174287b153ead50f4,cage-ii,C- Type photograph on aluminuim
0e22bb1d5e4636b9664546b97998dfb0,desert-vultures,lightjet print on fuji crystal paper framed
5bd6bd730069fa4e289bdec18a4369a9,diana-etrusca,Screenprint
2f9fa8b583eda9e5cf8897dc86078c90,an-anatomy-of-melancholy-ii,Oil on linen canvas
c82a816e3a199450620bac785e7cd86e,spanish-circus-iii,Oil on canvas
c631e63e300c0432ea8c30f65ee6fb0e,esopo,Screenprint
36d31c3eb759fe0d0e4cda5865612273,all-ears,"Plaster, wire, simel pel, metal trolley, mixed media"
0ede72f0bab22422c897659e0b0266c0,witness,Oil on canvas
3fae83fafdce45b8e20fb98039c3df28,device-1971,Printed using a digital press onto 340grs Splendorgel Extra White
5248b85dcc9fbaa9127709953378bf50,in-case-of,"Glass, plastic, wax, coins and water"
d887ae6e9d9d90cb103c6243275b293e,consume-or-perish-campaign-stuttgart-germany,Unique cibachrome
85577192c2c9b0aa3095d822e558b250,untitled-32,Carborundum on paper
